7	2	A
15	2	M
16	3	M
19	2	M
20	3	M
20	2	M
23	4	M
34	2	M
56	2	M
69	3	M
88	2	A
93	4	M
95	4	M
107	3	M
112	2	A
121	2	A
137	3	M
137	2	M
139	2	A
147	2	A
148	4	M
151	3	M
158	2	A
162	2	A
168	2	A
169	3	M
170	2	A
170	2	A
170	3	M
172	2	M
180	3	M
187	2	M
197	4	M
209	2	M
217	2	M
219	4	M
226	2	M
237	3	M
287	3	M
288	2	M
290	2	A
303	4	M
315	3	M
322	2	A
325	4	M
349	3	M
359	2	A
362	2	A
372	3	M
376	2	A
378	3	M
379	2	A
394	2	A
395	2	M
397	3	M
402	2	A
404	3	M
406	2	A
408	4	M
418	3	M
420	4	M
463	2	A
473	2	M
479	3	M
479	3	M
479	3	M
488	3	M
489	3	M
503	2	A
505	4	M
516	2	A
522	2	M
524	2	M
526	2	M
541	2	A
543	2	A
544	4	M
549	2	M
560	2	A
560	3	M
561	2	M
565	2	A
575	4	M
579	2	M
584	2	A
588	2	A
588	3	M
591	2	A
599	2	M
607	3	M
608	2	A
611	2	A
619	2	A
619	3	M
620	2	A
620	3	M
631	2	A
646	3	M
675	2	A
678	2	A
678	3	M
680	2	A
682	4	M
690	2	A
710	2	M
716	3	M
723	2	A
726	4	M
731	4	M
735	2	M
736	3	M
736	3	M
739	2	A
751	2	A
760	2	A
774	2	A
774	3	M
774	4	M
775	2	M
778	2	A
785	3	M
795	3	M
801	2	M
806	2	A
810	2	A
811	3	M
811	2	M
813	2	M
816	2	A
844	2	M
846	2	M
851	3	M
851	2	M
860	4	M
867	2	A
867	4	M
873	2	A
877	2	A
880	2	A
883	3	M
885	4	M
890	4	M
895	3	M
902	2	A
902	4	M
909	2	A
913	2	A
913	2	M
917	2	A
937	2	A
938	2	A
941	3	M
962	2	A
962	2	A
967	2	A
970	2	A
972	2	A
977	2	A
980	2	A
983	2	A
987	2	A
987	2	A
988	2	M
990	2	M
996	2	A
996	3	M
1005	2	A
1007	2	M
1013	4	M
1017	4	M
1027	3	M
1029	3	M
1029	3	M
1040	3	M
1042	2	A
1065	2	A
1066	3	M
1089	2	A
1094	3	M
1094	2	M
1097	3	M
1101	2	A
1111	4	M
1123	2	A
1133	3	M
1154	3	M
1161	2	A
1161	3	M
1166	3	M
1167	2	A
1167	2	A
1169	2	A
1171	3	M
1173	2	A
1179	2	M
1181	4	M
1197	4	M
1198	2	M
1202	2	M
1206	2	M
1211	3	M
1219	2	A
1228	2	M
1230	2	M
1231	2	A
1233	2	A
1234	4	M
1234	2	M
1247	2	A
1248	2	M
1249	4	M
1251	3	M
1251	2	M
1262	2	A
1273	2	M
1274	4	M
1278	2	A
1284	4	M
1285	4	M
1288	3	M
1288	4	M
1294	2	A
1299	3	M
1303	2	A
1313	3	M
1314	2	A
1314	2	M
1317	2	A
1323	2	A
1329	2	A
1329	2	A
1329	2	M
1333	3	M
1344	2	M
1344	2	M
1344	2	M
1359	2	A
1366	2	A
1366	4	M
1388	2	M
1399	3	M
1400	2	A
1402	4	M
1421	2	A
1422	2	A
1435	2	A
1438	2	A
1450	3	M
1451	3	M
1454	2	M
1463	2	A
1464	2	M
1467	2	M
1469	2	A
1477	2	A
1480	2	A
1481	2	A
1488	3	M
1510	2	A
1513	2	M
1514	2	A
1514	2	A
1517	2	M
1520	3	M
1522	2	M
1529	2	A
1534	4	M
1538	2	A
1540	3	M
1547	2	A
1547	4	M
1556	3	M
1566	3	M
1575	3	M
1583	2	A
1597	2	M
1603	2	A
1614	3	M
1627	2	A
1650	2	M
1661	2	M
1663	2	M
1667	2	M
1672	3	M
1682	2	A
1693	2	A
1701	3	M
1706	3	M
1715	3	M
1726	2	A
1734	3	M
1737	3	M
1744	2	A
1744	3	M
1749	2	A
1749	4	M
1757	2	M
1764	3	M
1773	2	A
1777	3	M
1792	2	A
1807	2	M
1811	4	M
1812	2	M
1817	3	M
1821	4	M
1827	3	M
1831	2	A
1831	3	M
1835	3	M
1845	3	M
1853	2	A
1857	2	A
1865	2	M
1873	3	M
1884	2	A
1889	2	A
1911	2	A
1913	4	M
1915	2	A
1923	2	M
1937	4	M
1938	3	M
1959	3	M
1962	2	A
1963	3	M
1966	2	A
1967	2	A
1969	2	M
1974	2	A
1975	2	A
1978	3	M
1980	3	M
2017	2	M
2028	3	M
2031	2	M
2034	4	M
2046	3	M
2077	3	M
2082	2	A
2086	4	M
2087	2	A
2100	3	M
2104	2	A
2105	2	A
2109	4	M
2114	2	A
2122	2	A
2123	3	M
2124	2	A
2133	3	M
2145	3	M
2151	2	A
2160	2	A
2164	2	A
2166	3	M
2169	2	A
2173	2	A
2174	2	M
2183	2	M
2186	2	A
2191	2	A
2196	3	M
2205	2	A
2205	2	A
2223	2	A
2241	3	M
2241	3	M
2246	3	M
2263	4	M
2272	2	A
2274	3	M
2274	2	M
2281	3	M
2285	2	A
2285	2	M
2287	2	A
2291	2	A
2296	2	A
2296	3	M
2299	3	M
2302	2	M
2312	4	M
2319	2	A
2327	2	A
2327	2	A
2327	2	A
2327	2	M
2343	2	A
2349	2	M
2351	2	M
2370	2	A
2370	2	M
2392	2	A
2414	2	A
2414	3	M
2430	4	M
2436	2	A
2440	4	M
2444	2	M
2445	2	A
2455	2	A
2483	3	M
2490	3	M
2492	2	A
2497	3	M
2505	2	A
2518	2	A
2518	2	M
2524	4	M
2526	2	A
2528	2	A
2534	3	M
2534	2	M
2542	2	A
2547	3	M
2563	2	M
2580	2	A
2582	3	M
2583	3	M
2584	2	M
2587	4	M
2602	2	A
2603	2	A
2617	2	A
2617	2	M
2627	2	M
2631	3	M
2636	3	M
2648	2	A
2654	2	A
2654	3	M
2661	2	A
2669	2	A
2669	3	M
2670	3	M
2672	2	A
2677	2	A
2686	2	A
2686	4	M
2689	2	A
2706	2	A
2721	2	A
2722	2	A
2725	3	M
2743	2	A
2761	2	M
2769	3	M
2772	2	A
2775	3	M
2784	2	A
2785	2	A
2785	2	A
2785	4	M
2786	2	M
2787	2	A
2789	2	A
2794	3	M
2806	4	M
2806	2	M
2815	3	M
2815	3	M
2820	2	M
2822	4	M
2827	2	A
2827	2	A
2835	3	M
2839	3	M
2841	4	M
2850	2	M
2851	2	M
2852	2	A
2853	2	A
2861	2	A
2861	2	A
2861	2	A
2868	2	A
2868	2	M
2873	3	M
2882	2	M
2886	3	M
2887	2	M
2894	2	A
2895	3	M
2898	2	A
2898	3	M
2909	2	M
2912	3	M
2928	2	A
2938	2	A
2941	2	M
2944	3	M
2952	3	M
2953	2	M
2983	2	A
2989	3	M
2996	2	A
2996	2	M
3003	2	A
3008	2	M
3010	2	A
3010	3	M
3010	4	M
3013	2	A
3014	2	A
3021	3	M
3031	2	A
3038	2	A
3046	2	A
3048	3	M
3052	3	M
3054	2	M
3058	2	A
3058	2	A
3065	4	M
3065	2	M
3065	2	M
3072	2	M
3079	3	M
3079	3	M
3080	4	M
3081	3	M
3093	3	M
3100	2	A
